beseda,sentiment
spopad,-1
spopadanje,-1
spopadati,-1
spopasti,0
spoprijateljiti,0
spoprijemanje,2
spoprijemati,-1
spoprijeti,0
spor,-1
spora,0
sporazum,0
sporazumen,0
sporazumeti,-1
sporazumevanje,2
sporazumevati,-1
sporeči,-1
spored,1
sporen,-1
spornost,-2
sporočanje,0
sporočati,0
sporočilen,4
sporočilnost,2
sporočilo,0
sporočiti,0
sposoben,0
sposobnost,0
sposoditi,-1
spoštljiv,1
spoštovanje,1
spoštovati,0
spot,1
spotakniti,-1
spotika,-1
spotikati,-2
spotiti,0
spoznanje,0
spoznati,0
spoznavanje,2
spoznavati,2
spoznaven,2
spp,0
sprati,-1
sprava,0
spraven,0
spravilo,0
spraviti,-1
spravljanje,-3
spravljati,-2
spravljiv,0
spravljivost,0
sprazniti,-1
spredaj,1
sprednji,2
spregledati,-1
spregled,-1
spregovoriti,0
sprehajalec,2
sprehajalen,2
sprehajališče,0
sprehajanje,-1
sprehajati,0
sprehod,1
sprehoditi,1
sprej,2
sprejem,0
sprejemanje,0
sprejemati,0
sprejemen,0
sprejemljiv,0
sprejemljivost,0
sprejemnica,-3
sprejemnik,0
sprejeti,0
sprejetje,0
spreletavati,0
sprememba,0
spremen,0
spremeniti,0
spremenljiv,0
spremenljivka,0
spremenljivost,0
spreminiti,2
spreminjan,0
spreminjanje,0
spreminjati,0
spremljanje,0
spremljati,0
spremljava,-1
spremljevalec,1
spremljevalen,1
spremljevalka,1
spremstvo,0
sprenevedanje,-2
sprenevedati,0
spreobrniti,-2
spreobrnjenje,3
spreten,1
spreti,-2
spretnost,1
sprevideti,-1
sprevod,2
sprevodnica,-2
sprevračati,0
sprevreči,-2
sprevrženost,-1
spričevalo,0
spričo,-1
sprijazniti,-1
spring,3
sprinterski,0
sprint,-1
sprivatizirati,-5
sproducirati,-2
spromovirati,0
sprostitev,1
sprostiti,0
sprostitven,2
sproščanje,0
sproščati,0
sproščenje,0
sproščenost,4
sproten,0
sproti,0
sprovesti,0
sprožanje,0
sprožanje,0
sprožati,-1
sprožati,-1
sproženje,-3
sprožilec,1
sprožilen,-2
sprožitev,0
sprožitev,0
sprožiti,-1
sprva,0
spr.,1
spust,-1
spustiti,-1
spuščanje,-1
spuščati,0
sp.,1
srajca,1
srajčka,3
sraka,-2
srakar,0
sram,-1
sramežljiv,2
sramežljivo,-1
sramežljivost,-1
sramota,-2
sramoten,-2
sramotilen,-1
sramovati,0
sranje,-3
srb,1
srbečica,-3
srbeti,0
srbski,0
srce,0
srček,3
srčen,0
srčnica,0
srd,1
srdit,-2
srebrn,2
srebrnik,2
srebrnina,0
srebro,1
srebro...,1
sreča,1
srečanje,0
srečati,0
srečelov,2
srečen,2
srečevanje,2
srečevati,-1
srečka,0
srečko,0
srečnež,1
sred,0
sreda,0
sreden,2
sredi,0
sredica,-1
sredin,0
sredina,0
sredinski,0
središče,0
središčen,3
srednik,0
srednjeafriški,3
srednjeatlantski,1
srednjeazijski,0
srednjeevropski,0
srednjenapetosten,0
srednjeradioaktiven,-1
srednjeročen,0
srednješolec,3
srednješolka,3
srednješolski,1
srednjevelik,-1
srednjeveški,3
srednje...,1
srednji,1
sredozemec,3
sredozemlje,1
sredozemski,1
sredstvo,0
sremski,2
srenja,0
srhljivka,3
srkati,0
srnjad,-2
sršen,0
srž,-2
sr.,0
ssh,2
ssk,0
st,0
stabilen,1
stabilizacija,0
stabilizacijski,0
stabilizator,-1
stabiliziranje,-1
stabilizirati,1
stabilnost,0
stacionaren,0
stadion,1
stagnacija,-1
stagniranje,-1
stagnirati,0
staja,0
stajati,-1
stakniti,1
stalen,0
stalež,0
stalinističen,0
stališče,0
staliti,-3
stalnica,-1
stalnost,0
stan,0
standard,0
standarden,1
standardizacija,0
standard,0
stanič,-1
stanje,0
stanjšanje,-3
stanjšati,-3
stanovalec,0
stanovalka,0
stanovanje,0
stanovanjski,0
stanovati,-1
stanoviten,0
stanovnik,0
stanovski,-1
stapljanje,3
star,0
staranje,-1
starati,-1
starec,-2
starešina,0
starič,0
stariha,0
starina,0
starinarnica,3
starinski,4
starka,-1
starodaven,2
starodoben,3
starokitajski,2
staromeščanski,4
staromoden,2
staromodno,0
starorimski,0
staroselski,-2
starost,0
starosta,-3
starosten,-1
starostnica,-2
starostnik,0
staro...,0
starš,0
starševski,0
start,1
startati,0
starten,1
startnina,4
stas,2
stati,0
statičen,1
statističen,0
statistik,1
statistika,0
stator,0
status,0
statusen,0
status quo,-2
statut,0
statutaren,0
stava,0
stavba,0
stavbar,-2
stavben,0
stavbenik,0
stavec,0
stavek,-1
staven,1
staviti,0
stavka,-1
stavkati,-2
stavkoven,-1
stavnica,1
stavniški,0
staž,0
steber,0
stebriček,0
stečaj,-1
stečajen,-1
stečajnik,-1
steči,0
stegne,0
stehtati,-3
stekati,0
stekel,0
steklar,-2
steklarna,0
steklarski,-1
steklarstvo,1
steklen,1
steklenica,-1
stekleničenje,5
steklenička,2
steklenina,2
steklina,4
steklo,0
steklopihač,3
steklopihalec,-1
steklovina,-2
stela,0
stena,1
stenski,1
stepišnik,0
stepsti,-2
stereotip,0
stereo...,1
sterilen,4
sterilizacija,0
sterilnost,4
steroid,-2
stestirati,3
stetoskop,3
stevardesa,-1
steza,1
stežaj,0
stežka,-1
sti,2
stičen,0
stičišče,2
stična,3
stigma,0
stigmatizacija,1
stigmatiziranje,0
stigmatizirati,1
stihijski,-1
stik,1
stikalo,0
stikati,2
stikati,2
stil,2
stilist,-1
stilistka,2
stilski,2
stimulacija,0
stimulacijski,0
stimulativen,0
stimuliranje,-1
stimulirati,0
stiropor,-1
stisk,0
stiska,0
stiskalnica,1
stiskanje,1
stiskati,0
stisniti,-1
stkati,1
stlačiti,0
sto,0
stockholmski,-1
stodneven,-1
stoja,1
stojak,-1
stojalo,5
stojen,2
stojišče,2
stojnica,2
stojnina,-2
stokati,0
stokrat,-1
stol,0
stolček,0
stolen,2
stoleten,1
stoletje,0
stoletnica,3
stolnica,1
stolp,0
stolpec,-2
stolpič,3
stolpnica,1
stomatološki,0
stometrski,-2
stomilijonski,0
stoodstoten,1
stooktanski,0
stop,1
stopalka,-3
stopalo,-1
stopar,1
stopati,1
stopati,1
stopenjski,0
stopicati,-1
stopicljati,3
stopinja,0
stopinjski,-2
stopiti,0
stopnica,3
stopnička,0
stopnišče,-2
stopniščen,-1
stopnja,-1
stopnjevanje,-2
stopnjevati,-2
storilčev,-1
storilec,-1
storilnost,0
storitev,0
storiti,0
storitven,0
stornacija,-1
stotak,0
stoterica,3
stoti,-1
stotica,1
stotina,-1
stotinka,2
stotisoč,-1
stotisoči,-1
stotka,2
stožica,0
stožiški,-2
sto...,0
stradanje,-1
stradar,0
stradati,-2
strah,-1
strahopetnost,3
strahospoštovanje,-2
strahoten,-2
strahovit,-1
stran,0
stranica,3
stranišče,-1
straniščen,0
stranka,0
strankarski,0
strankin,1
stranpot,-1
stranski,0
strast,0
strasten,-1
strašanski,-5
strašen,-1
strašenje,-2
strašen,-1
strašilo,-2
strašiti,-1
strašiti,-1
straški,-1
strašljiv,-3
strateg,1
strategija,1
strateški,1
strateškost,-1
straža,0
stražar,-2
stražen,3
stražišče,-1
stražiti,0
streči,-1
street,0
streha,0
strel,-1
strela,-2
strelec,0
strelen,-1
strelišče,-1
streliški,-2
strelivo,-3
streljaj,-2
streljanje,-3
streljati,-1
strelovoden,3
stremeti,2
stres,0
stresati,-1
stresen,0
stresti,-2
strešen,1
strešnik,0
streznenje,-3
streznitev,-1
strezniti,0
strežba,1
strežen,-1
strežnica,3
strežnik,2
strežniški,-2
strgar,0
strgati,3
stric,-1
strikten,1
stringer,0
strinjanje,0
strinjati,0
striženje,-5
strjevati,0
strm,-1
strmec,0
strmenje,2
strmina,2
strmoglav,-2
strmoglaviti,-2
strmoglavljenje,-1
strnad,1
strniti,1
strog,0
strogo,0
strogost,2
stroj,0
strojegradnja,1
strojelomen,2
strojen,1
strojenje,-3
strojevodja,-1
strojnica,-1
strojnik,0
strojništvo,3
strojn.,3
strok,1
stroka,0
strokoven,1
strokovnjak,0
strokovnjakinja,1
strokovno,0
strokovnost,0
stromalen,-2
strop,0
stropnik,0
strošek,0
stroškoven,0
stroškovnik,0
strpen,1
strpnost,1
struga,1
struja,0
struktura,0
strukturen,0
strukturiranje,0
strukturirati,3
struna,-1
strunjanski,1
strup,-1
strupen,-1
stružnica,0
stržišče,-2
str.,-1
studen,-1
studenec,-2
studio,1
studor,-2
stuhtati,-1
stvar,0
stvaren,0
stvaritev,2
stvarnik,2
stvarnikov,1
stvarnopraven,-1
stvarnost,0
stv.,0
su,0
subjekt,0
subjektiven,0
subregionalen,0
subsidiaren,0
subsidiarnost,1
substanca,0
substitucija,4
substrat,3
subtilen,0
subvencija,0
subvencijski,2
subvencioniran,0
subvencioniranje,0
subvencionirati,0
subverziven,-2
sub...,0
sud,0
sudanski,-1
sueški,-2
sugerirati,0
sugestija,0
suh,0
suhadolnik,3
suhomesen,4
suhomontažen,0
suhoparen,0
suhor,-2
suho...,0
suita,2
sukati,0
sukcesija,0
sukcesijski,0
suknjič,2
sulfonat,-2
sulfo...,-2
sulf...,-2
sulica,0
sum,-2
suma,-1
sumiti,-2
sumljiv,-1
summit,1
sumničav,2
sumničenje,0
sumo,-2
suna,1
sunek,-2
suniti,-2
sunkovit,0
sunkovito,1
super,1
superavtomobil,4
superbogat,2
superbogataš,2
superdominanten,-2
superga,0
superjahta,3
superkomisar,0
supermagnat,0
superman,2
supermarket,0
supermodel,3
supernova,0
superšporten,3
superveleslalom,4
supervizor,1
super...,1
supra...,-3
sura,-2
surov,-1
surovina,0
surovinski,0
surovost,-2
sus,-2
suspendirati,-2
suspenz,-1
suspenzivnost,0
suša,-1
sušec,-2
sušen,0
sušenje,-1
suši,-1
sušilec,3
sušilen,3
sušilnica,0
sušina,-2
sušiti,0
sušnik,0
sutura,1
suveren,1
suvereno,0
suverenost,0
suzuki,2
suženj,0
suženjski,-1
suženjstvo,-4
sužnik,-5
sužnja,-2
sužnjelastništvo,-3
svak,-1
svakinja,-2
svarilen,-1
svarilo,-1
svariti,-2
svaštvo,3
sveča,1
svečan,2
svečanost,0
svečar,0
svečarski,0
svečarstvo,0
svečka,2
svečnik,2
svet,0
svetek,-2
svetel,1
sveten,0
svetenje,3
svetilka,2
svetilnik,0
svetilnost,3
svetilo,0
svetinja,0
svetiti,0
svetiti,0
svetlik,0
svetlikati,-1
svetlin,-3
svetlo,2
svetloba,1
svetloben,2
svetlolaska,-1
svetlomoder,0
svetlopolt,3
svetlost,2
svetlo...,1
svetnica,0
svetnik,0
svetniški,0
svetopisemski,1
svetost,2
svetovalec,0
svetovalen,0
svetovalka,0
svetovalnica,0
svetovanje,0
svetovati,1
svetoven,0
svetovljan,3
svetovljanka,3
sveto...,0
svež,0
sveženj,0
svežina,3
svidenje,4
svila,1
svinčen,0
svinčnik,2
svinec,0
svinja,-2
svinjak,-5
svinjarija,-2
svinjski,-1
svišč,3
svit,2
svitanje,0
svoboda,0
svoboden,-1
svobodnjak,0
svobodomiseln,1
svoboščina,-1
svoj,0
svojec,0
svojevrsten,2
svojstven,0
sydneyjski,-2
s...,0
š,0
šablona,0
šahovnica,1
šahovski,2
šajn,0
šal,-2
šala,0
šalamun,1
šaleški,0
šaliti,0
šaljiv,3
šaman,0
šampanjec,-2
šampion,2
šampionka,1
šampionkin,0
šampon,3
šamponiranje,3
šanca,3
šanghajski,-1
šansa,3
šapa,0
šaraf,-1
šarlah,2
šarm,-2
šavrinski,4
šc,3
ščap,-3
ščavnica,-4
ščetka,2
ščit,3
ščitenje,3
ščititi,0
ščitnik,-1
ščuka,2
še,0
šebenik,-1
šef,0
šefica,-1
šefinja,0
šefov,-1
šefovanje,2
šega,1
šejek,1
šejk,2
šejkov,0
šekel,-1
šele,0
šelma,0
šema,1
šeme,-1
šempetrski,0
šen,0
šenčurski,-1
šenk,2
šent,1
šentiljski,-1
šentjakobski,2
šentjanž,0
šentjernejski,1
šentjurski,-1
šentrupertski,-2
šentviški,0
šepati,-1
šepav,0
šerif,-1
šest,0
šestak,-2
šestcentimetrski,0
šestčlanski,1
šestdeset,1
šestdeseti,-2
šestdneven,1
šesterček,0
šesterec,0
šesterica,-1
šesti,0
šestica,2
šestič,0
šestina,1
šestindvajset,-1
šestindvajseti,0
šestindvajsetleten,0
šestinpolkrat,2
šestinsedemdesetleten,3
šestinštiridesetleten,2
šestinštiridesetletnik,-2
šestkrat,0
šestkratnik,2
šestleten,0
šestletnik,-2
šestmesečen,0
šestmesten,2
šestmilijonski,0
šestnadstropen,0
šestnajst,-1
šestnajstčlanski,-5
šestnajsterica,-3
šestnajsti,-2
šestnajstič,-1
šestnajstinski,-1
šestnajstkrat,3
šestodstoten,0
šestouvrščen,4
šestpasoven,3
šestpasovnica,-5
šestsedežnica,4
šeststo,4
šesttedenski,-1
šesturen,-3
šest...,0
šešelj,-2
šeškanje,-5
šibek,-1
šibeniški,3
šibiti,0
šibkost,-1
šibra,-1
šic,0
šifra,-1
šifrer,-1
šifriran,-1
šik,1
šikaniran,-1
šikaniranje,-1
šikanirati,0
šikati,-1
šiling,-2
šing,0
šiniti,2
šink,-2
širec,1
širina,1
širitev,1
širiti,0
širitven,0
širjenje,1
širok,1
široko,1
širokokoten,3
širokopasoven,1
širokotrupen,2
široko...,1
širom,2
šiška,1
šiv,0
šivalen,0
šivalnica,-2
šivanje,1
šivati,0
šivilja,-1
šiviljski,-3
škamp,-2
škandal,-1
škandalozen,-2
škarje,-1
škatla,0
škatlica,0
škocjanski,2
škoda,-1
škoden,0
škoditi,-1
škodljiv,-1
škodljivost,-1
škodovanje,-1
škodovati,-1
škodoželjen,-2
škof,0
škofija,0
škofijski,2
škofjeloški,0
škofji,0
škofovski,0
školjčen,-1
školjka,1
škorenj,0
škorpijon,3
škotski,0
škrabanje,2
škrabec,1
škrga,-2
škrilje,-1
škripec,-2
škrlec,0
škrlj,4
škropilec,0
škropiti,-1
škropivo,1
škropljenje,0
šlamparija,-1
šlampast,0
šmaren,2
šmarje,-2
šmarješki,0
šmarnica,0
šmarski,-2
šmartinski,0
šmihel,-1
šminkati,-2
šoba,-1
šobec,3
šofer,1
šogun,0
šok,-1
šokanten,-3
šokirati,-1
šola,0
šolajoč,1
šolanje,2
šolar,-1
šolati,1
šolnik,0
šolnina,-1
šoloobvezen,1
šolski,1
šolsk.,1
šolstvo,0
šop,-2
šopek,0
šopiriti,0
šoštanjski,0
šota,-1
šotor,1
šotorišče,2
šotorov,3
šotorski,3
šov,3
šovinističen,-2
šovinizem,0
špagarica,2
špaget,-1
špageten,0
špan,-1
španec,-1
španič,0
španija,-1
španka,2
španski,0
špar,2
šparati,0
špartanski,0
špa.,0
špeca,0
špedicija,1
špedicijski,0
špediterski,1
špediter,-2
špehar,0
špekulacija,0
špekulacijski,-1
špekulant,-1
špekulativen,-1
špekulativnost,-1
špekuliranje,-1
špekulirati,0
špela,1
špica,3
špijon,0
špijonaža,-2
špik,3
špilati,-2
špinača,2
šport,0
športen,1
športnica,1
športnik,1
športnorekreativen,0
športnost,3
športno...,1
šraj,3
šribar,-2
šrot,-1
št,0
štab,1
štadion,-2
štafeta,0
štafeten,3
štajerec,1
štajerski,-1
štanca,-1
štancati,3
štanga,0
štangar,0
štart,3
štedilnik,2
štefan,0
štefanov,3
štepanjski,-2
šteti,0
štetje,0
števčen,3
števec,0
številčen,0
številčno,0
številen,0
številka,0
število,0
številski,-2
štih,1
štipendija,1
štipendijski,2
štipendiranje,0
štipendirati,1
štipendist,2
štirica,3
štiricentimetrski,0
štiričlanski,0
štirideset,0
štirideseti,2
štiridesetleten,4
štiridneven,-1
štiriintrideset,-5
štirikilometrski,-2
štirikolesen,3
štirikolesnik,-3
štirikrat,0
štirikraten,-2
štirikratnik,1
štirikrilen,3
štirileten,0
štirilitrski,3
štirimesečen,0
štirimesečje,-5
štirimesten,-1
štirimetrski,0
štirimilijonski,-3
štiriminuten,0
štirinajst,0
štirinajstdnevnik,2
štirinajsterica,2
štirinajsti,0
štirinajstič,2
štirinajstletnica,-5
štirinožen,3
štiriodstoten,0
štiripasoven,1
štiripasovnica,0
štirisedežen,3
štirisedežnica,2
štirisoben,0
štiristo,-3
štiristranski,0
štiritakten,3
štiritedenski,1
štiritiren,3
štiriuren,-1
štirivalenten,-1
štirivaljen,3
štiri...,0
štirje,0
štok,0
štoparski,0
štor,2
štorklja,1
štorkljin,3
štorski,1
štrajkati,0
štrena,-1
štrik,-1
štrleti,0
štrukelj,-1
štrukljev,1
študent,1
študentka,1
študentov,0
študentski,0
študij,1
študija,0
študijski,1
študirati,0
štuk,3
štukelj,2
štular,2
šturm,0
šturman,0
šujica,2
šujster,-3
šulek,0
šum,0
šumnik,3
šupa,-2
šus,2
šušljanje,-3
šušljati,0
šušmarstvo,-1
šuštar,-1
šuštarski,-1
švarc,-2
švedski,1
švica,1
švicar,1
švicarski,0
švigniti,1
t,0
ta,0
tab,2
tabasco,-5
tabela,1
tabla,-1
tableta,0
tabletka,-3
tablica,-1
tabličen,2
tabloid,-1
tabor,0
taborišče,-2
taboriščnik,-3
taboriti,-2
taborjenje,0
tabornik,2
taborski,0
tabu,-1
tačas,-1
tadej,0
taisti,0
tajen,-1
tajfun,1
tajiti,-3
tajkun,-1
tajkunizacija,-1
tajkunski,-1
tajkunstvo,-1
tajliran,2
tajming,-2
tajnica,0
tajnik,0
tajniški,-2
tajništvo,3
tajnost,0
tajski,1
tajvanski,0
tak,0
tako,0
takoimenovan,0
takoj,0
takojšen,0
takojšnji,0
takole,0
takrat,0
takraten,-1
taksa,-1
taksen,2
taksi,-1
taksist,-1
takšen,0
takt,3
taktičen,1
taktika,1
taktirka,1
taktiziranje,0
taktizirati,0
talas,-1
talati,-1
tale,-1
taleb,0
talec,-1
talen,1
talent,2
talentiran,4
talij,-1
talija,3
talilen,3
talin,0
taliti,-2
taljenje,-1
talka,-1
tam,0
tamara,0
tami,4
tamkajšnji,0
tan,-2
tancar,-3
tandem,2
tanek,0
tanija,2
tanja,0
tanjšanje,0
tank,-1
tankanje,0
tankati,1
tanker,0
tankov,-1
tankovski,-2
tanko...,-1
tanto,2
tao,2
tapeciranje,2
tapeta,-2
tapetništvo,-1
tara,2
tarča,-1
tarifa,0
tarifen,0
tarnanje,-1
tarnati,-1
tartuf,3
tarzanski,4
tašča,0
tat,-2
tata,2
tati,1
tatica,-2
tatra,-2
tatu,3
tatvina,-1
tavanje,3
tavati,-3
taverna,0
tavola,0
te,0
tea,0
team,0
teater,-1
tec,0
tečaj,0
tečajen,0
tečajnica,0
tečajnik,2
teči,0
tedaj,0
tedanji,0
teden,0
tedenski,0
tednik,0
ted.,3
teg,-1
tegoba,0
tehničen,0
tehničnoinformacijski,0
tehnik,1
tehnika,0
tehnikalija,-1
tehniški,2
tehnokrat,-1
tehnolog,2
tehnologija,1
tehnološki,1
tehnoservis,0
tehtanje,1
tehtati,1
tehten,0
tehtnica,1
teja,-1
tek,0
tekač,2
tekačica,2
tekanje,2
tekaški,2
tekati,-3
tekma,1
tekmec,0
tekmica,0
tekmovalec,2
tekmovalen,2
tekmovalnost,-1
tekmovanje,2
tekmovati,1
tekniti,0
tekočina,1
tekočinski,-1
tekom,0
teksas,0
teksaški,0
tekst,0
tekstil,1
tekstilec,-1
tekstilen,0
tekstilije,2
tekstilnica,3
tekstilstvo,3
tekstoven,3
tekstualen,3
tektonski,1
telefon,0
telefonija,1
telefoniranje,2
telefonirati,0
telefonist,0
telefonistka,-1
telefonski,0
telegraf,1
telegram,0
telekomovec,-2
telekomski,-5
telekomunikacija,1
telekomunikacijski,1
telekonferenca,1
telematski,3
telesen,-1
teleskop,2
teleskopski,3
teletina,1
televizija,0
televizijec,-1
televizijski,0
televizor,1
tele...,0
telica,-5
telo,1
telovadba,0
telovaden,2
telovaditi,3
telovadnica,0
tem,-1
tema,0
temačen,-1
tematika,0
tematski,3
temelj,1
temeljen,0
temeljenje,1
temeljit,0
temeljiti,0
temenica,-2
temen,-1
temneti,0
temnik,-2
temnopolt,-3
temno...,0
tempelj,3
temperatura,0
temperaturen,2
tempo,0
temporalen,3
temp.,0
temveč,0
ten,1
tendenca,0
tenis,3
teniški,0
tenzor,0
teolog,0
teološki,1
teoretičen,1
teoretski,2
teorija,0
tepih,-2
tepsti,-2
teptati,0
ter,0
terapevt,2
terapevtov,3
terapevtski,2
terapija,1
terarij,0
terasa,2
teratogen,-5
teravaten,2
terba,-2
terca,-1
terciaren,1
tere,-2
terec,0
teren,0
terenec,0
terenski,1
teritorialec,-1
teritorialen,-1
teritorij,4
terjatev,-1
terjati,-1
terma,1
termalen,2
termičen,1
termin,0
terminal,0
terminologija,1
terminski,0
termoelektrarna,0
termoenergetski,0
termoizolacijski,2
termometer,3
termoplastičen,0
termostatski,0
termovizijski,-2
termo...,0
terna,-1
teror,-1
terorist,-2
terorističen,0
terorizem,0
terra,-3
tesar,3
tesen,1
tesen,1
tesla,2
teslov,0
tesnilo,-2
tesniti,0
tesnoba,0
tesnost,0
test,0
testa,1
testen,1
testenina,-2
testiranje,1
testirati,1
testosteron,1
tešiti,0
tet,2
teta,2
tetra...,3
teve,3
teza,0
tezenski,-2
teža,0
težak,0
težaški,-3
težava,-1
težaven,-1
težavnost,0
težek,-1
težišče,0
težiti,1
težko...,-1
težnja,0
težnost,-1
the,1
thor,2
ti,0
tiber,3
tibet,1
tibetanec,0
tibetanski,0
tica,3
tičar,-1
tičati,-1
tifus,0
tiger,0
tigrast,-2
tigrovec,0
tih,0
tihomorski,1
tihotapec,-2
tihotapiti,-3
tihotapljenje,-3
tik,0
tikati,0
tikati,0
tiki,0
tikovina,3
tiktakati,-3
tilen,-1
tilnik,-5
tim,1
tima,-1
time,1
timer,0
times,0
timijan,2
timski,2
tin,0
tina,1
tinta,1
tip,1
tipalo,2
tipanje,1
tipati,2
tipičen,0
tipka,3
tipkarski,0
tipkovnica,1
tipski,0
tir,0
tiralica,-1
tirana,1
tiranski,0
tiren,0
tirnica,1
tirolski,0
tisa,-1
tisk,0
tiskalnik,1
tiskanje,0
tiskar,0
tiskarna,1
tiskarski,0
tiskarstvo,1
tiskati,-1
tiskoven,0
tiskovina,2
tiskovka,-2
tisoč,0
tisočak,1
tisoči,-1
tisočica,2
tisočinka,3
tisočkrat,3
tisočleten,2
tisočletje,-1
tisočodstoten,-2
tisoč...,0
tisti,0
tiščati,-1
tišina,0
tišlar,0
titan,1
titancinkov,2
titanov,0
titula,-1
tivoli,1
tivolski,0
tja,0
tj.,0
tkalec,2
tkalnica,0
tkalski,1
tkanina,1
tkanje,3
tkati,0
tkiven,-5
tkivo,0
tla,-1
tlačen,1
tlačiti,0
tlak,1
tlaka,0
tlakovati,1
tlakovec,2
tle,-1
tlenje,-2
tleti,-2
tloris,1
tlorisen,0
to,1
toaleta,2
toaleten,2
toast,3
tobačen,-1
tobak,-1
tobogan,3
toča,-1
točen,0
točenje,1
točiti,-1
točka,0
točkovanje,2
točkovati,3
točkoven,1
točkovnik,0
točnost,0
točonosen,3
tod,-2
toda,0
tof,3
tog,-1
togost,-1
toje,3
tok,1
tokijski,0
toko,0
tokokrog,-1
tokrat,0
tokraten,0
toksičen,-2
toksičnost,-1
toksikologija,0
toksikološki,0
toksin,-1
tol,0
tolar,0
tolarski,2
tolažba,0
tolažilen,0
tolažiti,0
tolči,0
toleranca,2
tolerančen,0
toleranten,-1
tolerantnost,-2
tolerirati,-1
toliko,0
tolikokrat,0
tolikšen,-1
tolmač,-1
tolmačenje,1
tolmačiti,-1
tolminski,0
tolpa,-2
tom,-1
tomačevski,1
toman,2
tomaž,0
tomažin,-1
tombola,3
tombolski,0
tomi,2
tomograf,0
tomos,0
ton,0
tona,1
tond,0
toniti,-3
tonka,-2
tonski,1
tonus,3
top,0
topel,1
topič,0
topilo,0
topiti,-2
toplarna,0
toplek,0
toplifikacija,4
toplina,4
topljenje,-2
toplogreden,1
toplota,2
toploten,2
toplotnoizolacijski,2
toplovod,0
toplozračen,0
toplo...,1
topniški,-2
topništvo,-1
topnjača,3
topol,-2
topolovec,-2
topo...,0
torba,0
torbica,2
torej,0
torek,0
toren,3
torij,0
torijec,0
torinski,-2
torkov,0
torta,-1
tortelin,0
toskana,0
toskanski,3
toš,0
tot,-1
total,1
totalen,-1
totalitaren,0
totalitarizem,-2
totalka,-5
toti,0
tour,3
tovariš,-1
tovarišija,0
tovariški,0
tovarištvo,2
tovarna,0
tovarnar,3
tovarniški,0
tovor,0
tovoren,-1
tovoriti,-5
tovornik,1
tovornjak,-1
tovornjakar,-1
tovrsten,0
tower,1
toyota,-1
tozadeven,0
tozd,0
tožariti,-5
tožba,-1
tožben,-1
tožen,-1
toženec,0
tožilčev,-2
tožilec,0
tožilka,-1
tožilski,0
tožilstvo,-1
tožiti,-2
tožnica,-1
tožnik,-1
tračnica,-2
trade,-1
trader,-2
tradicija,1
tradicionalen,1
tradicionalnost,2
trafika,-1
tragedija,-2
tragičen,-2
tragika,-1
tragikomedija,-1
tragikomičen,-2
trajanje,0
trajati,0
trajekt,0
trajekten,0
trajen,0
trajnik,-1
trajnost,0
trajnosten,1
trak,1
traktor,-1
traktorski,-2
tramvaj,3
tramvajski,2
trans,-1
transakcija,0
transakcijski,0
transatlantski,1
transevropski,0
transfer,0
transferen,0
transformacija,0
transformacijski,2
transformator,1
transformatorski,0
transformirati,-1
transfuzija,-3
transfuzijski,-1
transkript,-1
transpacifiški,2
transparent,0
transparenten,0
transparentno,0
transparentnost,0
transplantacija,-3
transport,0
transporten,0
transporter,0
transseksualnost,3
transverzala,2
trans...,0
tranša,0
tranzicija,-1
tranzicijski,0
tranzit,0
tranziten,-1
tranzitoren,0
traparija,-1
trasa,0
trata,0
tratar,-1
tratiti,-1
tratnik,1
trava,0
travel,0
traven,-1
traverza,0
travinje,0
travma,-5
travmatičen,-3
travmatologija,0
travnat,2
travnik,0
travnikov,0
trboveljčan,-2
trboveljski,-1
trček,1
trčenje,-3
trčiti,-3
trd,0
trden,1
trdina,-1
trditev,-1
trditi,-1
trditven,0
trdnjava,1
trdnost,1
trdost,3
trdota,2
trdovraten,0
trdovratnost,-2
trdo...,1
treba,0
trebanjski,1
trebuh,-1
trebušak,2
trebušen,0
treking,4
trema,0
trend,0
trenden,1
trendovski,2
trener,1
trenerka,1
trening,1
treniranje,0
trenirati,0
trenirka,1
trenje,0
trenta,1
trenutek,0
trenuten,0
trepetanje,-5
trepetati,-2
tresenje,-2
tresk,3
tresljaj,-2
tresti,-1
treščiti,-2
treti,-1
tretirati,-2
tretjeligaš,3
tretješolka,-5
tretjeuvrščen,-2
tretje...,-1
tretji,0
tretjič,0
tretjina,0
tretjinski,0
tretma,0
treven,1
trezen,1
treznost,0
trezor,-1
trg,0
trganje,-4
trgatev,1
trgati,-2
trgovalec,2
trgovalen,0
trgovalno,0
trgovanje,0
trgovati,0
trgovec,0
trgovina,0
trgovinski,0
trgovka,-1
trgovski,0
trhel,0
triada,2
triaža,3
tribun,-2
tribuna,0
tričetrt,0
tričetrtinski,0
tričetrtletje,-1
tričlanski,0
tridelen,0
trident,0
trideset,-1
tridesetdneven,-1
trideseterica,2
trideseti,-2
tridesetkrat,0
tridesetodstoten,0
tridimenzionalen,1
tridneven,1
triera,3
trifazen,2
triglav,0
triglavan,3
triglavski,1
trihalometan,-5
triindvajset,0
triinpolleten,2
triinpolmesečen,2
triintridesetkrat,2
triintridesetletnik,-2
trije,0
trik,1
trikotnik,1
trikrat,-1
trikraten,0
trikratnik,0
trilaterala,3
trilema,0
triler,-1
triler,-1
trileten,0
triletje,-2
triletnik,-1
trilijon,0
trilitrski,0
trilogija,0
trimesečen,0
trimesečje,0
