beseda,sentiment
jalovec,-2
jama,1
jamajka,-5
jamčiti,0
james,1
jamnica,0
jamnik,0
jamov,0
jamravec,-2
jamski,3
jamstven,0
jamstvo,0
jan,1
janez,0
jang,5
janka,5
januar,0
januarski,-1
janžev,0
japan,1
japonec,0
japonski,0
jar,1
jare,-2
jarek,1
jaroslavski,2
jarški,0
jasen,0
jasli,0
jaslice,3
jasmin,1
jasnič,0
jasniti,0
jasnost,2
jasnoviden,0
jastog,3
jastreb,0
jašek,0
jaškoven,-2
jat,-1
jata,0
jatov,0
java,-2
javen,0
javiti,-1
javljati,0
javljen,-1
javno,0
javnofinančen,0
javnofinančno,1
javnokoristen,2
javnomnenjski,1
javnopraven,-1
javnoproračunski,-2
javnost,0
javnostoritven,0
javnoupraven,0
javnozdravstven,-3
javor,0
javorka,3
javorniški,1
jaz,0
jazbec,0
jazbečev,3
jazz,-2
jeans,-3
jebel,0
ječa,-1
ječmen,-1
jed,3
jedilnica,-2
jedilnik,0
jedren,0
jedrn,0
jedrnat,-2
jedro,0
jedrski,0
jeep,3
jeglič,1
jek,2
jeklar,-3
jeklarna,-1
jeklarski,-1
jeklen,1
jeklenica,-2
jeklenka,-2
jeklo,0
jelen,-2
jelenjad,-2
jelenji,-2
jelenov,0
jelenski,-5
jelka,0
jelovica,1
jelša,0
jemajoč,3
jemanje,0
jemati,0
jemenski,3
jen,0
jerala,1
jeran,0
jereb,0
jerebica,0
jerebikovec,0
jerič,1
jerina,0
jersey,0
jerše,0
jeruzalemski,3
jesen,0
jesenek,1
jeseni,0
jesenica,-3
jeseniški,0
jesenski,0
jesti,0
jet,2
jeta,2
jetniški,0
jetra,-3
jez,0
jeza,-1
jezen,-2
jezerce,3
jezernik,2
jezero,0
jezerski,3
jeziček,-1
jezičen,4
jezik,1
jezikoven,2
jeziti,-2
jezno,-1
jezuit,-1
jezuitski,-2
jezus,3
jež,-1
ježa,-2
ježek,-1
ježica,0
ježkov,-2
jih,0
jing,-1
jo,0
job,1
jodid,0
joga,3
jogurt,2
johnson,1
joint,0
jok,-2
jokanje,-1
jokati,-1
jonski,0
jopica,-1
jordanski,0
jota,3
journal,0
jožef,0
jožek,0
ju,-1
juan,0
jub,1
jubilej,2
jubilejen,0
jud,-2
judinja,0
judovski,-1
judovstvo,3
jug,-1
jugo,-1
jugonostalgija,0
jugoslovanski,0
jugovič,-1
jugovzhod,0
jugovzhoden,1
jugovzhodno,0
jugozahod,-1
jugozahoden,0
jugozahodnik,-2
jugo...,0
juh,0
juha,-1
juk,3
juka,2
jul,1
julij,0
julijana,0
julijanski,2
julijski,0
julon,0
jun,0
junak,1
junakinja,4
junakov,3
junaški,0
junij,0
junijski,-1
jure,0
jurgec,0
jurij,0
jurijev,-3
jurisdikcija,0
jurišnik,-5
jurjevec,-1
just,2
juta,3
jutranji,0
jutranjka,-1
jutri,0
jutrišnji,1
jutro,1
južen,1
južno,0
južnoafriški,2
južnoameriški,-1
južnoazijski,0
južnoevropski,-1
južnoitalijanski,3
južnokorejski,0
južnomehiški,-5
južnoprimorski,0
južno...,0
k,0
ka,-1
kabel,0
kabelski,1
kabina,2
kabinet,0
kabinski,-1
kabotaža,2
kabriolet,3
kača,2
kačar,0
kad,0
kadar,0
kadarkoli,1
kadaver,-2
kaden,-1
kader,0
kadet,3
kadija,-2
kadilec,-2
kadilo,0
kaditi,0
kadrovanje,-1
kadrovati,0
kadrovik,2
kadrovnik,1
kadrovski,0
kafe,-2
kairski,-1
kaj,0
kaja,0
kajak,3
kajakaš,3
kajba,-5
kajenje,0
kajfež,1
kajin,-1
kajmanski,-2
kajne,0
kajpada,-1
kajpak,-1
kajti,0
kajuh,-2
kajzer,0
kak,0
kakav,-1
kakavov,2
kako,0
kakor,0
kakorkoli,0
kakovost,1
kakovosten,1
kakovostno,2
kakršen,0
kakršenkoli,0
kakšen,0
kaktusov,3
kal,1
kalamar,0
kalan,-1
kalcij,3
kalcijev,-2
kalček,0
kalen,-1
kalif,2
kalifornijski,0
kalij,3
kalijev,0
kalilen,-2
kalimerovstvo,-2
kalin,0
kaliti,1
kaljenje,3
kalkulacija,0
kalkulator,2
kaloper,0
kaloričen,0
kaloričnost,0
kalorija,2
kalup,-2
kaluža,0
kalvarija,-1
kam,0
kama,2
kamela,1
kamen,1
kamence,0
kamenček,0
kamenica,3
kamenik,0
kamenina,0
kamenjanje,3
kamenjati,0
kamenje,-3
kamen...,0
kamera,0
kamion,1
kamionski,0
kamnar,0
kamnik,0
kamnina,-1
kamniški,0
kamnit,3
kamnogoriški,-3
kamnolom,-1
kamnosek,0
kamnoseški,0
kamnoseštvo,3
kamno...,-1
kamn...,0
kamor,0
kamorkoli,-1
kampanja,1
kampanjski,0
kampiranje,1
kampus,2
kamp,1
kan,1
kanabinoid,-2
kanabis,0
kanada,0
kanadski,1
kanal,1
kanalec,0
kanalizacija,0
kanalizacijski,1
kanalizirati,-2
kanalski,1
kanalščina,-4
kanarski,-2
kancerogen,-5
kancler,0
kanclerka,1
kanclerstvo,-2
kanček,1
kandidacijski,-1
kandidat,0
kandidaten,0
kandidatka,1
kandidatov,-1
kandidatura,0
kandidiranje,1
kandidirati,0
kanibalizacija,0
kanič,-1
kanin,-1
kaninski,0
kanjon,2
kanonada,3
kanonski,-2
kanta,-1
kantina,1
kanton,1
kaos,-2
kaotičen,-2
kap,0
kapa,1
kapaciteta,1
kapela,2
kapelica,0
kapetan,1
kapica,0
kapital,0
kapitala,-1
kapitalen,1
kapitalist,-1
kapitalističen,0
kapitalizacija,1
kapitalizem,0
kapitalizirati,-2
kapitalski,0
kapitan,-1
kapitanija,-1
kapitelj,0
kapitol,3
kapitulacija,1
kapitulirati,-2
kaplan,1
kaplja,0
kapljanje,-1
kapljati,-5
kapljica,-1
kapniti,2
kaprica,3
kapsula,2
kapuca,-3
kapun,0
kar,0
kara,-2
karabinjer,-2
karakter,0
karakteren,0
karakterističen,2
karakteristika,1
karantanski,-2
karantena,-1
karat,3
karaten,3
karavan,3
karavaning,-2
karavanški,0
karbid,-2
karbon,3
karbonat,-1
karbonski,2
karcinogen,0
karcinom,-2
kardelj,-1
kardija,3
kardinal,1
kardinalov,0
kardiolog,-2
kardiologija,-3
kardiološki,0
kardio...,-2
karenca,-2
karibski,0
kariera,1
karieren,1
karierističen,-2
karikatura,0
karikaturist,-2
karikirati,-1
karin,4
karitas,2
karitativen,0
karizmatičen,-1
karizma,0
karkoli,0
karlovec,-2
karlovški,0
karma,-3
karmen,0
karner,-1
karneval,2
karnevalski,2
karo,0
karol,0
karolina,-1
karoserija,-1
karoserijski,2
karoserist,-2
karotenoid,-2
karseda,1
karta,1
kartel,-1
kartelen,-1
karteliranje,-3
kartica,0
kartičen,0
karting,0
kartograf,0
kartografija,0
karton,2
kartonček,0
kartonski,0
kartoteka,0
kartuzija,3
karving,-2
kas,0
kasen,0
kasirati,-1
kasko,1
kaspijski,1
kaša,-1
kašelj,-1
kašeljski,-5
kašen,0
kašica,0
kašljanje,3
kašnik,-1
kaštel,1
katalizator,2
katalizirati,-2
katalog,1
katalonski,3
kataloški,0
katamaran,2
katan,-4
katar,2
katarina,0
katarski,2
katarza,-1
katarzičen,-1
kataster,0
katastrofa,-2
katastrofalen,-2
katastrofalnost,-2
katastrofičen,-3
katastrski,-1
kata...,0
katedra,1
katedrala,2
kategoričen,0
kategorija,2
kategorizacija,0
kateheza,3
katehumen,0
katekizem,2
katena,0
kateri,0
katerikoli,1
kateter,0
katetrski,0
katjuša,1
katoličan,-1
katolik,1
katoliški,0
kava,0
kavalir,2
kavar,2
kavarna,0
kavboj,-5
kavbojke,-1
kavbojski,-2
kavcija,1
kavč,2
kaven,0
kaver,0
kaverna,2
kaviar,3
kavica,-1
kavkaz,-3
kawasaki,5
kazahstanski,2
kazalec,0
kazalnik,0
kazan,2
kazanje,-2
kazatelj,-2
kazati,0
kazen,-1
kazenski,-1
kazino,-1
kazinski,0
kaziti,-1
kazniv,-1
kaznjenec,-1
kaznovalen,0
kaznovan,-1
kaznovanje,-1
kaznovati,0
kb,0
kcal,3
kd,0
kdaj,0
kdajkoli,1
kdo,0
kdor,0
kdorkoli,0
kebab,-2
kečap,2
kek,-1
kekec,0
kelly,0
kelt,0
keltski,-1
kelvin,3
kemičen,-1
kemija,1
kemijski,1
kemik,2
kemikalija,0
kem.,1
ken,0
kent,2
kepa,-1
kepica,-1
ker,-1
keramičen,1
keramika,1
kerozin,0
kerozinski,-1
kesanje,1
kesati,-1
keš,1
keton,2
keynesijanski,0
kh,-1
ki,0
kibernetski,0
kič,1
kid,0
kidati,2
kidričevski,-1
kih,0
kihanje,1
kij,0
kika,0
kikelj,0
kiks,0
kila,3
kilav,-1
kilobajt,-1
kilogram,0
kilogramski,-3
kilometer,0
kilometrina,0
kilometrski,0
kilovat,1
kilovaten,1
kilovolt,0
kilovolten,-1
kilowaten,3
kilo...,0
kilt,0
kim,1
kimati,0
kinematika,3
kinematograf,1
kinematografija,0
king,0
kingston,3
kino,1
kinodvorana,2
kinolog,-2
kinološki,0
kinoteka,0
kino...,1
kiosk,-2
kip,-1
kipec,2
kipeti,-2
kiriti,3
kirurg,-1
kirurgija,1
kirurški,-1
kis,0
kisel,-1
kisen,5
kisik,0
kislina,3
kislinski,0
kisovec,-2
kit,0
kita,2
kitajec,1
kitajka,2
kitajski,0
kitek,-2
kiten,0
kitka,-2
kiv,0
kje,0
kjer,0
kjerkoli,1
kjotski,1
kk,-2
kladivo,1
klan,-2
klančina,0
klančnik,0
klanec,-1
klanje,0
klapa,1
klapavica,0
klas,0
klasičen,1
klasifikacija,-1
klasika,2
klasje,-1
klati,-1
klavir,0
klavirski,3
klavnica,0
klavrn,-1
klavzula,0
klavzura,0
klavžar,3
klecniti,-2
klek,-2
klekljanje,2
klekljarica,3
klekljarski,3
klen,-2
klep,-3
klepač,3
kleparski,2
klepec,-1
klepet,1
klepetalnica,1
klepetanje,0
klepetati,-3
kler,-1
klestenje,-1
klestitev,-2
klestiti,-2
klešče,3
klet,0
kleten,-1
kletka,2
kleveta,-2
klevetanje,0
kli,-1
klic,0
klica,0
klicanje,-3
klicariti,-2
klicatelj,-2
klicati,-1
klicen,1
klient,-1
klientelističen,1
klientelizem,-1
klif,0
klik,1
klika,0
klikati,0
klikniti,1
klima,0
klimaks,-3
klimat,0
klimatizacija,3
klimatizirati,3
klimatologinja,-1
klimatološki,-2
klimatski,1
klin,0
kliničen,0
klinika,0
klirinški,0
klišejski,0
klitoralen,0
kljub,0
kljubovanje,0
kljubovati,0
ključ,0
ključavnica,-1
ključavničar,1
ključavničarstvo,-2
ključek,2
ključen,0
kljuka,0
kljuse,-2
klobasa,0
klobasarija,3
klobasica,3
klobčič,-1
klobučar,0
klobuček,0
klobuk,3
klofuta,-2
kloniranje,2
kloniti,-1
klop,0
klopen,-1
klopotača,3
klor,-2
kloramfenikol,-2
kloriranje,-2
kloroform,-5
kloro...,-5
klor...,-2
klovn,3
klovnovski,2
klub,1
klubski,2
klun,1
kl.,-1
kmalu,0
kmečki,1
kmet,0
kmetič,-1
kmetija,0
kmetijec,3
kmetijski,0
kmetijstvo,0
kmetovalec,3
kmetovanje,1
kmetovati,0
knap,0
knez,0
kneževič,0
kneževina,1
knjiga,1
knjigarna,2
knjigoveznica,0
knjigovodski,0
knjigovodstvo,0
knjižen,1
knjiženje,0
književnik,0
književnost,2
knjižica,-2
knjižiti,-1
knjižnica,1
knjižničar,1
knjižničen,-1
know-how,2
kn.,-1
ko,0
koaksialen,-1
koalicija,0
koalicijski,0
kobalt,-3
kobal,-1
kobila,0
kobilarna,0
kocka,0
kockarnica,3
kockast,4
koča,0
kočar,0
kočevar,0
kočevje,0
kočevski,-1
kočija,2
kočljiv,0
kod,-1
koda,-1
kodeks,0
kodela,0
koden,2
koder,0
koderkoli,-2
kodiranje,3
koeficient,0
koel,1
kofein,-1
kofi,2
koga,-2
kogeneracija,2
kogeneracijski,2
kognitiven,0
kohezija,1
kohezijski,1
kohezivnost,1
kojec,-1
kokain,-2
kokainski,-5
kokalj,1
koketiranje,0
koketirati,0
kokon,3
kokos,3
kokosov,4
kokoš,-1
kokošar,0
kokošji,0
kokot,1
kokov,0
koks,0
koksov,0
koktajl,-1
kol,2
kolaboracija,-2
kolaborant,-2
kolač,1
kolagenski,0
kolajna,4
kolaps,-1
kolar,0
kolateralen,1
kolebati,0
koledar,1
koledarček,1
koledarski,1
kolega,0
kolegica,0
kolegij,0
kolekcija,1
kolektiv,-1
kolektiven,0
kolektor,0
kolence,0
koleno,-1
kolenski,0
koler,0
kolera,-2
kolesar,0
kolesariti,0
kolesarjenje,3
kolesarka,3
kolesarnica,1
kolesarski,1
kolesarstvo,2
kolesen,-2
kolesje,0
kolesnik,0
kolezija,-1
koli,0
koliba,-1
količek,0
količina,0
količinski,1
količkaj,0
količnik,0
kolik,-3
kolika,-3
koliko,0
kolikokrat,0
kolikor,0
kolikršen,-2
kolikšen,0
kolin,-1
kolizej,1
kolizija,-1
kolk,0
kolkovanje,0
kolo,1
kolodvorski,-1
kolokacija,0
kolokacijski,-1
kolona,-2
kolonel,0
kolonija,3
kolos,-2
kolosalen,2
kolosej,2
kolovozen,3
kolovrat,2
kolportažen,-3
kolt,0
kolumbijski,0
kolumna,0
kolumnist,-1
kolumnistka,0
kolut,3
koma,-3
komad,0
komadina,2
komaj,0
komajda,0
komandir,-2
komar,0
komarjev,1
komat,0
kombi,0
kombinacija,1
kombinat,1
kombinezon,2
kombiniranje,2
kombinirati,0
komedija,0
komemoracija,1
komen,0
komenda,0
komentar,0
komentator,-1
komentatorka,-1
komentiranje,0
komentirati,-1
komerciala,0
komercialen,0
komercialist,0
komercializacija,0
komet,-5
komičen,1
komik,2
komisar,0
komisariat,1
komisarjev,2
komisarka,0
komisarski,-2
komisija,0
komite,1
komitent,0
komoditeta,0
komolec,0
komora,4
komoren,0
komorski,0
kompakten,2
kompani,5
kompanija,-1
kompara,0
komparativen,0
kompas,0
kompasov,0
kompatibilen,0
kompenzacija,-1
kompenzirati,0
kompetenca,1
kompetenčen,4
kompetenten,0
kompetentnost,1
kompleks,1
kompleksen,0
kompleksno,-1
kompleksnost,-1
komplementaren,1
komplementarnost,3
komplet,1
kompleten,1
komplicirati,2
komplikacija,0
kompolje,0
komponenta,1
kompostarna,-1
komposten,0
kompostnik,3
kompot,-2
kompozicija,-1
kompoziten,2
kompresija,0
kompresor,1
kompresorski,1
kompromis,1
kompromisen,0
komuna,1
komunala,0
komunalen,0
komuniciranje,0
komunicirati,0
komunikacija,0
komunikacijski,1
komunikativnost,2
komunikolog,0
komunikologija,0
komunist,0
komunističen,0
komunizem,0
komutator,-1
komutatorski,0
kon,1
koncentracija,0
koncentracijski,-2
koncentrirati,1
koncept,1
koncepten,3
konceptualen,-1
koncern,0
koncernski,0
koncert,2
koncerten,2
koncesija,0
koncesijski,0
koncesionar,-1
koncesionarka,-1
koncesnina,-1
koncil,-2
končanje,0
končati,0
končen,0
končevanje,2
končevati,0
končnica,1
končno,1
kondenzacija,0
kondenzacijski,0
kondenzator,-1
kondicija,1
konditorski,-1
konditorstvo,2
kondom,0
konec,0
konfederacija,-1
konfekcija,-1
konfekcijski,0
konfekcionar,0
konferenca,0
konferenčen,3
konfiguracija,0
konflikt,0
konflikten,-1
konfrontacija,0
konfucijski,2
konglomerat,1
kongo,0
kongregacija,0
kongres,0
kongresen,1
kongresnik,0
kongresnoturističen,4
konica,0
konič,1
konj,0
konjar,0
konjenik,3
konjeništvo,0
konjičan,1
konjiček,0
konjski,1
konjščica,0
konjunktura,-1
konjunkturen,1
konkreten,0
konkretizacija,0
konkretiziranje,0
konkretizirati,2
konkurenca,0
konkurenčen,0
konkurenčnost,0
konkurent,0
konkurentka,1
konkuriranje,0
konkurirati,0
konoba,3
konoplja,-1
konotacija,-1
konsenz,0
konsenzualen,-2
konservativec,1
konservativen,0
konservativnost,0
konsistenten,1
konsistentnost,2
konsolidacija,0
konsolidacijski,0
konsolidiranje,-1
konsolidirati,0
konstanca,2
konstanta,0
konstanten,0
konstelacija,0
konstituenca,0
konstituiranje,0
konstituirati,2
konstitutiven,0
konstruiranje,3
konstruirati,2
konstrukcija,0
konstrukcijski,0
konstrukt,-1
konstruktiven,0
konstruktivno,0
konstruktivnost,1
konstruktor,-1
kontakt,1
kontakten,0
kontaktirati,0
kontaminacija,1
kontaminant,-2
kontejner,0
kontejnerski,1
kontekst,0
kontinent,2
kontingent,0
kontinuiran,0
kontinuiteta,1
konto,0
kontracepcija,-1
kontracepcijski,-2
kontradiktoren,0
kontradiktornost,0
kontraobveščevalen,0
kontraproduktiven,-3
kontrast,2
kontra...,-1
kontrola,0
kontrolen,1
kontrolirati,0
kontrolor,-1
kontroverzen,0
kontroverznost,-2
konvekcija,-2
konvektomat,2
konvencija,0
konvencionalen,2
konvergenca,0
konvergenčen,-1
konvertibilen,0
konvertibilnost,0
konvertiran,0
konvertirati,0
konverzacija,-1
konverzija,-1
konzervans,3
konzerva,-1
konzola,3
konzorcij,0
konzorcijski,0
konzul,0
konzularen,1
konzulat,0
konzultacija,0
konzum,0
kon...,0
kooperacija,2
kooperacijski,0
kooperant,0
kooperantski,-3
kooperativen,0
kooperativnost,0
koordinacija,0
koordinacijski,2
koordinata,-1
koordinator,0
koordinatorica,-1
koordinatorka,0
koordiniranost,0
koordinirati,1
kop,0
kopa,1
kopač,0
kopalec,1
kopalen,1
kopališče,1
kopališki,3
kopalke,1
kopalnica,2
kopalniški,3
kopanje,0
kopati,0
kopati,0
kopel,4
kopen,2
kopenski,0
koper,0
kopica,0
kopičenje,-1
kopičiti,-1
kopija,-1
kopilot,-1
kopiranje,2
kopirati,2
kopitar,-1
kopitarna,-1
kopje,-1
kopneti,-2
kopno,0
koprčan,-1
kopriva,0
koprivnica,0
koprivnik,-2
koprivov,-1
koproducent,-2
koprski,0
kor,1
korak,1
korala,3
koralen,0
koran,3
kordon,-2
koreja,1
korejski,0
korekcija,0
korekcijski,1
korekten,0
korektiv,-1
korektiven,0
korektnost,0
korektura,0
korelacija,0
koren,0
korenček,-1
korenina,1
korenit,0
korenjak,-3
korenov,0
korenski,-2
koreograf,0
koreografija,0
korespondenca,-1
korespondenčen,0
koridor,1
korigirati,0
korist,0
koristen,1
koristiti,0
koristnik,2
koristoljubje,-5
koriščenje,-1
koritnica,0
koritnik,2
korito,0
kormoran,0
korn,0
korona,0
korošec,0
koroški,0
korozija,-2
korpar,-1
korpič,1
korporacija,1
korporacijski,0
korporativen,0
korpus,0
korupcija,-1
korupcijski,-1
koruptiven,-1
koruptivnost,-1
koruza,-1
koruzen,3
korzo,2
kos,0
kosa,1
kosati,0
kosati,0
kosec,1
koselj,-1
kosem,0
koseški,0
kosič,-1
kosilo,1
kosmačin,-1
kosmat,2
kosmatinec,0
kosmič,1
kosmina,0
kosov,-1
kosovec,1
kosoven,0
kosovnica,2
kosovski,0
kost,-1
kostanj,0
kostanjev,0
kostanjevec,-1
kostanjeviški,-3
kostariški,2
kostel,1
kosten,1
kostnica,0
kostum,2
kostumograf,2
koš,-1
košan,3
košar,-1
košara,2
košarica,0
košarka,2
košarkar,1
košarkarski,1
košarkaški,3
košček,1
koščen,-2
koščica,-1
košica,3
košič,-1
košnja,3
košuta,-1
kot,0
kota,0
kotacija,0
kotaliti,0
kotalkanje,-2
kotalnik,0
kotel,1
koten,3
kotiček,2
kotirajoč,1
kotiranje,0
kotirati,1
kotizacija,-1
kotlarna,2
kotliček,0
kotlina,-1
kotlovnica,1
kotlovski,2
kotnik,-2
koto,0
kov,1
kovač,0
kovačev,2
kovačič,0
kovačnica,2
kovanec,1
kovaški,-1
kovati,0
kovček,0
kovič,3
kovina,0
kovinar,1
kovinarski,0
kovinarstvo,-1
kovinoplastika,1
kovino...,1
kovinski,0
kovinskopredelovalen,0
kovit,0
kovnica,2
koza,3
kozak,0
kozar,-2
kozarček,3
kozarec,1
kozel,-1
kozica,-1
kozina,0
kozjak,1
kozjak,1
kozjanski,-1
kozji,-1
kozlarija,-1
kozmetičarka,3
kozmetičen,1
kozmetika,2
kozmos,0
kozolec,1
koža,0
kožar,0
koželj,0
kožen,-1
kožuh,0
ko...,0
kračun,1
kraft,1
kraj,0
kraja,-2
krajan,0
krajanka,-2
krajcar,0
krajčič,0
krajeven,0
krajina,0
krajinski,1
krajnik,0
krajšanje,-1
krajšati,-1
krajšek,-2
krajšeročen,-2
krak,1
krakovski,0
kralj,0
kraljestvo,2
kraljev,1
kraljevanje,3
kraljevati,0
kraljevi,0
kraljevina,1
kraljevski,0
kraljica,2
kraljič,0
kraljičin,4
krama,3
kramar,-1
kramarjev,0
kramljati,-1
kramp,0
kramžar,0
krancelj,3
kranjčič,0
kranjec,0
kranjski,0
kranjskogorski,-2
krapina,-1
kras,0
krasen,2
krasitev,2
krasiti,1
krasti,-2
kraševec,-1
kraški,-1
krat,0
kratek,0
kraten,0
kratenje,0
krater,1
kratica,0
kratiti,0
kratkočasiti,-2
kratkohlačnik,3
kratkoročen,-1
kratkoročno,0
kratkotrajen,-1
kratkoviden,0
kratkovidnost,-5
kratko...,0
kratnik,1
krava,-2
kravata,3
kravica,2
kravji,0
kravžljati,-2
krč,-1
krčen,0
krčenje,-1
krčiti,-1
krčmar,0
kreacija,2
kreativen,2
kreativnost,2
kreator,-1
kreatorka,0
kreč,0
kreča,0
kredibilen,0
kredibilnost,0
kredit,0
krediten,-1
kreditiran,2
kreditiranje,0
kreditirati,0
kreditodajalec,-2
kreditodajalka,0
kreditojemalec,-1
kreditor,-1
kreganje,-3
kregar,-3
kregati,-1
kreheljc,0
kreiranje,4
kreirati,0
krek,0
krema,0
kremelj,2
kremen,4
kremenov,-2
kremin,0
krempelj,3
kremžar,0
kreniti,1
krepek,0
krepitev,1
krepiti,1
krepko...,0
krepost,0
kreposten,3
kres,1
kresalen,-2
kresati,0
kresen,2
kresilen,2
kresnica,0
kresnik,3
kresovanje,3
kreša,-1
kreta,-3
krhati,-1
krhek,-1
kri,-1
kričanje,-1
kričati,-1
krik,0
krilen,2
krilo,1
kriminal,-1
kriminalec,-2
kriminalen,-2
kriminalist,-1
kriminalističen,-1
kriminalistka,-1
kriminaliteta,-1
kriminalizacija,-1
kriminaliziranje,0
kriminalizirati,-3
kriminologija,-2
krim.,1
krinka,-2
kripa,0
kriplje,0
kristal,0
kristalen,2
kristjan,0
kristus,2
kristusov,2
kriški,0
kriten,-1
kriterij,0
kriti,0
kritičarka,0
kritičen,-1
kritičnost,-1
kritik,-1
kritika,-1
kritina,-1
kritizirati,-1
kritje,-1
kriv,-2
krivda,-1
krivden,-1
krivec,-1
krivica,0
krivičen,-1
kriviti,-1
krivka,-3
krivo...,-3
krivulja,0
kriza,-1
krizen,0
križ,0
križaj,-1
križanje,0
križanka,3
križar,0
križariti,2
križarjenje,2
križarka,2
križarski,3
križati,1
križec,0
križem,1
križen,0
križev,0
križišče,-1
križman,-1
križnica,-2
križnik,0
krk,1
krma,0
krmar,3
krmariti,1
krmarjev,-3
krmelj,2
krmeljski,3
krmen,0
krmilen,-3
krmiliti,2
krmiljenje,1
krmilo,0
krmišče,-2
krn,-3
krneti,0
krnica,2
krof,3
krog,0
krogla,3
krogličen,3
kroj,0
krojen,0
krojenje,0
krojiti,0
krokodil,3
krom,-2
kromberški,1
kromosom,-3
kromo...,-3
krompir,0
krompirjev,2
krom...,0
krona,1
kronanje,3
kronati,0
kroničen,-1
kronika,0
kronist,3
kronologija,-1
kronološki,0
kronski,0
krop,3
kropa,0
kropar,0
kroparski,-2
kros,2
krošelj,0
krošnja,4
krotek,0
krotenje,-1
krotitev,0
krotiti,3
krov,2
kroven,0
krožen,-2
kroženje,4
krožišče,0
krožiti,0
krožnik,2
krpa,4
krpač,-2
krpan,-1
krpanje,1
krpati,-1
krpica,3
krst,0
krsta,0
krstilnica,0
krstiti,3
krščanski,1
krščanskodemokratski,-2
krščanstvo,1
kršen,-1
kršenje,-1
kršilec,-1
kršitelj,0
kršiteljica,0
kršitev,-1
kršiti,-2
krški,0
krt,3
krtača,3
krtačen,4
krtina,2
krtov,3
krucifiks,-2
kruh,-1
kruhar,0
kruhov,3
krupje,-3
krušec,0
krušen,4
krušiti,-5
krut,-1
krvav,-2
krvavec,2
krvaveti,-2
krvavica,-2
krvavitev,3
krvavljenje,3
krvavo...,-1
krven,0
krvi...,-3
krvodajalec,3
krvodajalski,-2
krvodajalstvo,2
krvosesen,-2
krvoskrunstvo,0
krvoželjen,-2
krvo...,-1
krznen,3
krzno,3
ks,0
ksenija,0
ksenofobija,-2
ksenonski,3
ksiht,0
kss,0
kuba,1
kubanski,1
kubičen,0
kubik,2
kuča,0
kufer,-2
kuga,-1
kuha,2
kuhalen,2
kuhanje,1
kuhar,0
kuharica,-3
kuharjev,0
kuharski,3
kuhati,0
kuhinja,1
kuhinjski,1
kuk,0
kukati,3
kukavica,0
kukovica,0
kulen,-1
kulinaričen,3
kulinarika,2
kulisa,-1
kulminirati,0
kuloar,0
kult,-2
kulten,1
kultura,0
kulturen,1
kulturnik,-1
kulturnovarstven,3
kulturnozgodovinski,2
kum,0
kumara,0
kumarica,-3
kumer,0
kumulativen,-1
kumulus,3
kuna,0
kunič,3
kup,-1
kupček,1
kupčev,2
kupčija,0
kupčkanje,-1
kupčkati,-1
kupe,3
kupec,0
kupen,0
kupica,-2
kupiti,0
kupnina,0
kupola,1
kupon,1
kuponski,0
kupoprodaja,-3
kupoprodajen,0
kupovanje,0
kupovati,0
kura,-1
kurativa,3
kurator,3
kurba,3
kurdski,-1
kurent,2
kurentovanje,3
kuret,0
kurikul,2
kurilen,0
kurilnica,-2
kurilnost,0
kurir,1
kurišče,3
kuriti,2
kurjava,-1
kurjenje,1
kurji,-2
kurnik,0
kurz,1
kus,2
kustos,3
kustosinja,3
kuta,-2
kutin,0
kutina,-1
kutinov,-1
kuvajtski,1
kuverta,-3
kuža,-1
kužen,-2
kužnik,0
kvadrat,0
kvadratek,2
kvadraten,0
kvadratura,0
kvadrirati,3
kvalificirati,2
kvalifikacija,2
kvalifikacijski,3
kvalitativen,2
kvaliteta,1
kvaliteten,1
kvanten,2
kvantitativen,0
kvantiteta,-1
kvariti,-2
kvarnerski,3
kvartal,0
kvartalen,0
kvartati,3
kvartet,0
kvas,0
kvazi,-2
kvazistrokovnjak,0
kvaziumetnik,3
kvazi...,0
kvečjemu,0
kvestor,0
kvintil,0
kvišku,1
kviz,3
kvorum,0
kvota,1
kv.,0
kw,2
kwh,0
l,-1
la,0
labilen,-2
labirint,3
labod,0
labodov,0
laborant,-1
laboratorij,1
laboratorijski,1
labotski,-1
laburist,0
laburističen,2
lačen,0
ladijski,2
ladja,1
ladjar,2
ladjedelec,-1
ladjedelnica,0
ladjedelniški,3
ladjedelništvo,0
ladjica,-1
lady,0
lafarge,1
laganje,-2
lagati,-2
lagodje,-1
lagodnost,3
laguna,2
lah,0
lahek,0
lahen,2
lahkomiseln,-1
lahkomiselno,-1
lahkomiselnost,-3
lahkota,2
lahkoten,2
lahkotnost,0
lahkovoden,4
laicističen,-2
laičen,1
laik,0
lajevec,1
lajšanje,0
lajšati,0
lak,0
lakiranje,-5
lakonca,-3
lakota,-1
lama,0
lamela,-2
lamelen,-2
laminat,2
lan,0
lanceta,-2
lancia,0
lani,0
lanser,-1
lansiranje,3
lansirati,1
lanski,0
lanskoleten,0
laparoskopija,3
lapsus,0
larifari,-2
las,0
lasast,3
lasen,0
laser,2
laserski,1
lasje,-2
laskati,-2
laskav,1
last,0
lasten,0
lastnica,0
lastnik,0
lastnikov,2
lastnina,0
lastninjen,-2
lastninjenje,-1
lastninski,0
lastniški,0
lastništvo,0
lastnoročen,-1
lastnost,2
lastovka,0
